#lambda=300e-6; channel_width=1e-3; steps_channel=100001; steps_sensor=200; d_emitter=85e-5; d_sensor=.00525; x_max=15e-3
0	0.579281
7.53769e-05	0.578157
0.000150754	0.574841
0.000226131	0.569497
0.000301508	0.56239
0.000376884	0.553877
0.000452261	0.544391
0.000527638	0.534419
0.000603015	0.524475
0.000678392	0.515066
0.000753769	0.506658
0.000829146	0.499637
0.000904523	0.494276
0.000979899	0.49071
0.00105528	0.488926
0.00113065	0.488771
0.00120603	0.489971
0.00128141	0.492165
0.00135678	0.494937
0.00143216	0.497858
0.00150754	0.500511
0.00158291	0.502517
0.00165829	0.50355
0.00173367	0.503346
0.00180905	0.501708
0.00188442	0.498503
0.0019598	0.493661
0.00203518	0.487169
0.00211055	0.479062
0.00218593	0.469424
0.00226131	0.458371
0.00233668	0.446054
0.00241206	0.432645
0.00248744	0.418337
0.00256281	0.403336
0.00263819	0.387855
0.00271357	0.372113
0.00278894	0.35633
0.00286432	0.340722
0.0029397	0.325496
0.00301508	0.310853
0.00309045	0.296976
0.00316583	0.28403
0.00324121	0.272157
0.00331658	0.261473
0.00339196	0.252057
0.00346734	0.243954
0.00354271	0.23717
0.00361809	0.231671
0.00369347	0.227388
0.00376884	0.224221
0.00384422	0.222044
0.0039196	0.22072
0.00399497	0.220103
0.00407035	0.220047
0.00414573	0.220414
0.00422111	0.221077
0.00429648	0.221925
0.00437186	0.222858
0.00444724	0.223794
0.00452261	0.224666
0.00459799	0.225418
0.00467337	0.226008
0.00474874	0.226404
0.00482412	0.226583
0.0048995	0.22653
0.00497487	0.226237
0.00505025	0.225701
0.00512563	0.224922
0.00520101	0.223906
0.00527638	0.222659
0.00535176	0.221193
0.00542714	0.219518
0.00550251	0.217647
0.00557789	0.215593
0.00565327	0.213371
0.00572864	0.210994
0.00580402	0.208478
0.0058794	0.205835
0.00595477	0.20308
0.00603015	0.200226
0.00610553	0.197287
0.0061809	0.194275
0.00625628	0.191203
0.00633166	0.188081
0.00640704	0.18492
0.00648241	0.181731
0.00655779	0.178524
0.00663317	0.175307
0.00670854	0.17209
0.00678392	0.168879
0.0068593	0.165683
0.00693467	0.162508
0.00701005	0.15936
0.00708543	0.156246
0.0071608	0.15317
0.00723618	0.150138
0.00731156	0.147154
0.00738693	0.144222
0.00746231	0.141345
0.00753769	0.138528
0.00761307	0.135774
0.00768844	0.133084
0.00776382	0.130461
0.0078392	0.127908
0.00791457	0.125426
0.00798995	0.123016
0.00806533	0.120681
0.0081407	0.118421
0.00821608	0.116237
0.00829146	0.11413
0.00836683	0.112099
0.00844221	0.110147
0.00851759	0.108271
0.00859296	0.106473
0.00866834	0.104753
0.00874372	0.103109
0.0088191	0.101541
0.00889447	0.100048
0.00896985	0.0986307
0.00904523	0.0972865
0.0091206	0.0960147
0.00919598	0.0948141
0.00927136	0.0936833
0.00934673	0.092621
0.00942211	0.0916254
0.00949749	0.0906949
0.00957286	0.0898279
0.00964824	0.0890225
0.00972362	0.0882768
0.00979899	0.087589
0.00987437	0.086957
0.00994975	0.0863788
0.0100251	0.0858525
0.0101005	0.0853761
0.0101759	0.0849473
0.0102513	0.0845643
0.0103266	0.0842249
0.010402	0.0839272
0.0104774	0.0836692
0.0105528	0.0834489
0.0106281	0.0832643
0.0107035	0.0831136
0.0107789	0.082995
0.0108543	0.0829065
0.0109296	0.0828466
0.011005	0.0828135
0.0110804	0.0828056
0.0111558	0.0828212
0.0112312	0.082859
0.0113065	0.0829174
0.0113819	0.082995
0.0114573	0.0830906
0.0115327	0.0832028
0.011608	0.0833305
0.0116834	0.0834725
0.0117588	0.0836276
0.0118342	0.083795
0.0119095	0.0839735
0.0119849	0.0841622
0.0120603	0.0843604
0.0121357	0.084567
0.0122111	0.0847815
0.0122864	0.0850029
0.0123618	0.0852307
0.0124372	0.0854642
0.0125126	0.0857027
0.0125879	0.0859457
0.0126633	0.0861927
0.0127387	0.0864432
0.0128141	0.0866966
0.0128894	0.0869526
0.0129648	0.0872107
0.0130402	0.0874705
0.0131156	0.0877318
0.013191	0.0879941
0.0132663	0.0882572
0.0133417	0.0885207
0.0134171	0.0887845
0.0134925	0.0890482
0.0135678	0.0893116
0.0136432	0.0895745
0.0137186	0.0898368
0.013794	0.0900982
0.0138693	0.0903586
0.0139447	0.0906178
0.0140201	0.0908757
0.0140955	0.0911322
0.0141709	0.0913871
0.0142462	0.0916404
0.0143216	0.0918919
0.014397	0.0921415
0.0144724	0.0923892
0.0145477	0.092635
0.0146231	0.0928786
0.0146985	0.0931201
0.0147739	0.0933595
0.0148492	0.0935967
0.0149246	0.0938316
0.015	0.0940642
